T,O,value
172,4,16
173,4,8
174,4,14
175,4,10
176,4,14
177,4,9
178,4,16
179,4,6
180,4,17
181,4,9
182,4,15
183,4,9
184,4,15
185,4,10
186,4,14
187,4,15
188,4,10
189,4,9
190,4,16
191,4,8
192,4,16
193,4,8
194,4,17
195,4,7
196,4,14
197,4,10
198,4,14
199,4,10
200,4,10
201,4,8
202,4,22
203,4,4
204,4,11
205,4,9
206,4,8
207,4,14
208,4,7
209,4,20
210,4,21
211,4,11
212,4,14
213,4,8
214,4,5
215,4,12
216,4,8
217,4,14
218,4,7
219,4,8
220,4,9
221,4,9
222,4,7
223,4,8
224,4,3
225,4,7
226,4,3
227,4,11
228,4,10
229,4,15
230,4,8
231,4,16
232,4,7
233,4,8
234,4,8
235,4,10
236,4,14
237,4,8
238,4,14
239,4,19
240,4,8
241,4,5
242,4,4
243,4,15
244,4,8
245,4,15
246,4,10
247,4,15
248,4,9
249,4,14
250,4,9
251,4,15
252,4,9
253,4,17
254,4,8
255,4,6
256,4,7
257,4,5
258,4,7
259,4,13
260,4,5
261,4,3
262,4,17
263,4,9
264,4,15
265,4,7
266,4,8
267,4,8
268,4,13
269,4,12
270,4,9
271,4,15
272,4,8
273,4,14
274,4,12
275,4,7
276,4,8
277,4,9
278,4,14
279,4,7
280,4,16
281,4,11
282,4,8
283,4,6
284,4,10
285,4,14
286,4,7
287,4,8
288,4,7
289,4,3
290,4,7
291,4,16
292,4,8
293,4,15
294,4,10
295,4,14
296,4,10
297,4,15
298,4,9
299,4,16
300,4,8
301,4,13
302,4,4
303,4,6
304,4,16
305,4,7
306,4,17
307,4,8
308,4,6
309,4,9
310,4,11
311,4,13
312,4,9
313,4,15
314,4,11
315,4,13
316,4,9
317,4,15
318,4,9
319,4,18
320,4,7
321,4,15
322,4,9
323,4,15
324,4,10
325,4,14
326,4,8
327,4,16
328,4,7
329,4,16
330,4,10
331,4,13
332,4,10
333,4,16
334,4,8
335,4,18
336,4,7
337,4,14
338,4,10
339,4,14
340,4,11
341,4,12
342,4,15
343,4,13
344,4,5
345,4,17
346,4,10
347,4,13
348,4,9
349,4,17
350,4,7
351,4,16
352,4,5
353,4,6
354,4,13
355,4,9
356,4,14
357,4,8
358,4,9
359,4,8
360,4,8
361,4,15
362,4,11
363,4,13
364,4,8
365,4,3
366,4,14
367,4,8
368,4,16
369,4,9
370,4,14
371,4,7
372,4,16
373,4,4
374,4,8
375,4,5
376,4,8
377,4,7
378,4,9
379,4,11
380,4,8
381,4,14
382,4,8
383,4,6
384,4,10
385,4,9
386,4,13
387,4,12
388,4,14
389,4,8
390,4,15
391,4,9
392,4,18
393,4,7
394,4,17
395,4,7
396,4,15
397,4,10
398,4,9
399,4,5
400,4,6
401,4,18
402,4,10
403,4,13
404,4,11
405,4,12
406,4,11
407,4,13
408,4,9
409,4,16
410,4,11
411,4,14
412,4,10
413,4,14
414,4,8
415,4,16
416,4,9
417,4,15
418,4,10
419,4,14
420,4,10
421,4,20
422,4,19
423,4,8
424,4,16
425,4,7
426,4,16
427,4,8
428,4,16
429,4,5
430,4,6
431,4,12
432,4,8
433,4,16
434,4,9
435,4,15
436,4,9
437,4,40
438,4,9
439,4,14
440,4,11
441,4,13
442,4,10
443,4,39
444,4,8
445,4,15
446,4,11
447,4,13
448,4,8
449,4,16
450,4,10
451,4,14
452,4,10
453,4,14
454,4,9
455,4,16
456,4,9
457,4,15
458,4,8
459,4,16
460,4,6
461,4,21
462,4,5
463,4,15
464,4,10
465,4,14
466,4,11
467,4,13
468,4,9
469,4,15
470,4,8
471,4,17
472,4,7
473,4,7
474,4,11
475,4,7
476,4,7
477,4,9
478,4,10
479,4,13
480,4,9
481,4,8
482,4,31
483,4,10
484,4,16
485,4,8
486,4,13
487,4,10
488,4,14
489,4,7
490,4,19
491,4,7
492,4,18
493,4,5
494,4,10
495,4,7
496,4,7
497,4,43
498,4,6
499,4,5
500,4,11
501,4,7
502,4,18
503,4,9
504,4,9
505,4,7
506,4,8
507,4,14
508,4,21
509,4,5
510,4,8
511,4,5
512,4,9
513,4,10
514,4,14
515,4,8
516,4,7
517,4,14
518,4,5
519,4,5
520,4,9
521,4,26
522,4,5
523,4,17
524,4,16
525,4,10
526,4,7
527,4,7
528,4,4
529,4,17
530,4,11
531,4,9
532,4,17
533,4,7
534,4,15
535,4,7
536,4,13
537,4,28
538,4,7
539,4,9
540,4,9
541,4,10
542,4,14
543,4,9
544,4,14
545,4,8
546,4,16
547,4,27
548,4,7
549,4,6
550,4,9
551,4,8
552,4,17
553,4,5
554,4,25
555,4,18
556,4,25
557,4,7
558,4,15
559,4,8
560,4,15
561,4,8
562,4,16
563,4,15
564,4,10
565,4,11
566,4,12
567,4,10
568,4,15
569,4,8
570,4,15
571,4,15
572,4,11
573,4,4
574,4,19
575,4,13
576,4,11
577,4,14
578,4,10
579,4,8
580,4,17
581,4,6
582,4,17
583,4,7
584,4,41
585,4,8
586,4,62
587,4,16
588,4,15
589,4,8
590,4,11
591,4,7
592,4,17
593,4,6
594,4,10
595,4,7
596,4,30
597,4,19
598,4,8
599,4,8
600,4,7
601,4,16
602,4,8
603,4,5
604,4,3
605,4,8
606,4,8
607,4,17
608,4,9
609,4,13
610,4,10
611,4,14
612,4,7
613,4,5
614,4,14
615,4,7
616,4,40
617,4,13
618,4,9
619,4,5
620,4,30
621,4,8
622,4,6
623,4,11
624,4,7
625,4,6
626,4,11
627,4,14
628,4,10
629,4,15
630,4,8
631,4,15
632,4,10
633,4,14
634,4,10
635,4,7
636,4,5
637,4,12
638,4,13
639,4,10
640,4,15
641,4,14
642,4,32
643,4,10
644,4,17
645,4,9
646,4,6
647,4,13
648,4,6
649,4,5
650,4,17
651,4,16
652,4,10
653,4,9
654,4,43
655,4,9
656,4,9
657,4,16
658,4,45
659,4,10
660,4,15
661,4,10
662,4,16
663,4,8
664,4,14
665,4,10
666,4,13
667,4,6
668,4,21
669,4,22
670,4,9
671,4,6
672,4,19
673,4,14
674,4,12
675,4,11
676,4,11
677,4,15
678,4,9
679,4,4
680,4,20
681,4,11
682,4,13
683,4,9
684,4,39
685,4,13
686,4,11
687,4,15
688,4,9
689,4,15
690,4,12
691,4,11
692,4,10
693,4,16
694,4,10
695,4,9
696,4,15
697,4,8
698,4,7
699,4,7
700,4,14
701,4,10
702,4,14
703,4,34
704,4,16
705,4,16
706,4,28
707,4,35
708,4,16
709,4,33
710,4,16
711,4,10
712,4,11
713,4,44
714,4,17
715,4,10
716,4,12
717,4,7
718,4,9
719,4,7
720,4,17
1,5,14
2,5,10
3,5,10
4,5,13
5,5,10
6,5,15
7,5,10
8,5,3
9,5,9
10,5,15
11,5,52
12,5,30
13,5,8
14,5,15
15,5,10
16,5,15
17,5,9
18,5,14
19,5,5
20,5,6
21,5,6
22,5,12
23,5,6
24,5,5
25,5,18
26,5,15
27,5,9
28,5,15
29,5,9
30,5,16
31,5,12
32,5,10
33,5,10
34,5,6
35,5,30
36,5,13
37,5,15
38,5,8
39,5,14
40,5,10
41,5,14
42,5,25
43,5,9
44,5,14
45,5,10
46,5,15
47,5,8
48,5,9
49,5,15
50,5,13
51,5,14
52,5,12
53,5,10
54,5,14
55,5,10
56,5,15
57,5,9
58,5,15
59,5,12
60,5,2
61,5,9
62,5,35
63,5,5
64,5,19
65,5,13
66,5,26
67,5,9
68,5,12
69,5,11
70,5,16
71,5,8
72,5,14
73,5,11
74,5,5
75,5,10
76,5,15
77,5,16
78,5,6
79,5,19
80,5,5
81,5,9
82,5,4
83,5,22
84,5,9
85,5,7
86,5,8
87,5,8
88,5,14
89,5,11
90,5,7
91,5,5
92,5,59
93,5,8
94,5,7
95,5,9
96,5,8
97,5,16
98,5,14
99,5,10
100,5,6
101,5,38
102,5,13
103,5,6
104,5,9
105,5,8
106,5,6
107,5,10
108,5,6
109,5,11
110,5,7
111,5,6
112,5,18
113,5,6
114,5,8
115,5,10
116,5,8
117,5,5
118,5,8
119,5,5
120,5,4
121,5,18
122,5,22
123,5,10
124,5,20
125,5,14
126,5,6
127,5,18
128,5,6
129,5,7
130,5,8
131,5,9
132,5,14
133,5,10
134,5,8
135,5,16
136,5,8
137,5,17
138,5,6
139,5,17
140,5,8
141,5,25
142,5,9
143,5,6
144,5,14
145,5,9
146,5,6
147,5,44
148,5,8
149,5,15
150,5,8
151,5,30
152,5,10
153,5,14
154,5,10
155,5,5
156,5,13
157,5,6
158,5,6
159,5,9
160,5,9
161,5,8
162,5,7
163,5,10
164,5,8
165,5,14
166,5,10
167,5,5
168,5,11
169,5,8
170,5,14
171,5,9
172,5,7
173,5,8
174,5,10
175,5,41
176,5,7
177,5,15
178,5,7
179,5,16
180,5,40
181,5,7
182,5,16
183,5,24
184,5,10
185,5,9
186,5,14
187,5,13
188,5,11
189,5,17
190,5,8
191,5,8
192,5,15
193,5,9
194,5,15
195,5,10
196,5,14
197,5,6
198,5,10
199,5,9
200,5,8
201,5,16
202,5,8
203,5,15
204,5,11
205,5,14
206,5,6
207,5,28
208,5,13
209,5,10
210,5,6
211,5,8
212,5,9
213,5,8
214,5,9
215,5,7
216,5,15
217,5,10
218,5,16
219,5,8
220,5,18
221,5,6
222,5,14
223,5,9
224,5,14
225,5,16
226,5,22
227,5,15
228,5,5
229,5,7
230,5,9
231,5,6
232,5,18
233,5,8
234,5,39
235,5,26
236,5,7
237,5,7
238,5,9
239,5,9
240,5,15
241,5,6
242,5,21
243,5,4
244,5,44
245,5,5
246,5,15
247,5,6
248,5,17
249,5,10
250,5,15
251,5,15
252,5,11
253,5,6
254,5,9
255,5,7
256,5,11
257,5,13
258,5,9
259,5,17
260,5,8
261,5,15
262,5,7
263,5,17
264,5,7
265,5,17
266,5,10
267,5,5
268,5,8
269,5,7
270,5,8
271,5,9
272,5,12
273,5,13
274,5,9
275,5,15
276,5,8
277,5,16
278,5,8
279,5,15
280,5,12
281,5,12
282,5,10
283,5,14
284,5,10
285,5,17
286,5,6
287,5,16
288,5,8
289,5,15
290,5,17
291,5,8
292,5,8
293,5,14
294,5,12
295,5,14
296,5,8
297,5,17
298,5,8
299,5,13
300,5,10
301,5,16
302,5,9
303,5,6
304,5,8
305,5,11
306,5,13
307,5,24
308,5,11
309,5,14
310,5,10
311,5,14
312,5,7
313,5,3
314,5,14
315,5,9
316,5,15
317,5,7
318,5,15
319,5,5
320,5,4
321,5,3
322,5,13
323,5,6
324,5,5
325,5,14
326,5,8
327,5,14
328,5,12
329,5,13
330,5,9
331,5,8
332,5,9
333,5,9
334,5,16
335,5,6
336,5,15
337,5,10
338,5,14
339,5,8
340,5,3
341,5,12
342,5,12
343,5,13
344,5,11
345,5,14
346,5,8
347,5,6
348,5,10
349,5,7
350,5,17
351,5,8
352,5,16
353,5,10
354,5,14
355,5,8
356,5,15
357,5,10
358,5,15
359,5,8
360,5,16
361,5,8
362,5,15
363,5,11
364,5,14
365,5,10
366,5,13
367,5,9
368,5,7
369,5,10
370,5,10
371,5,11
372,5,12
373,5,14
374,5,10
375,5,18
376,5,7
377,5,12
378,5,10
379,5,16
380,5,7
381,5,15
382,5,10
383,5,7
384,5,9
385,5,9
386,5,13
387,5,10
388,5,15
389,5,9
390,5,15
391,5,8
392,5,7
393,5,11
394,5,7
395,5,17
396,5,4
397,5,18
398,5,7
399,5,16
400,5,10
401,5,15
402,5,6
403,5,17
404,5,9
405,5,31
406,5,7
407,5,19
408,5,7
409,5,8
410,5,16
411,5,8
412,5,16
413,5,8
414,5,16
415,5,8
416,5,15
417,5,11
418,5,13
419,5,11
420,5,13
421,5,10
422,5,15
423,5,8
424,5,15
425,5,9
426,5,14
427,5,12
428,5,13
429,5,15
430,5,9
431,5,15
432,5,8
433,5,15
434,5,10
435,5,10
436,5,15
437,5,8
438,5,16
439,5,9
440,5,15
441,5,7
442,5,8
443,5,9
444,5,9
445,5,14
446,5,8
447,5,12
448,5,7
449,5,15
450,5,6
451,5,6
452,5,11
453,5,5
454,5,26
455,5,9
456,5,16
457,5,9
458,5,14
459,5,10
460,5,14
461,5,8
462,5,16
463,5,10
464,5,14
465,5,11
466,5,13
467,5,10
468,5,14
469,5,9
470,5,15
471,5,10
472,5,15
473,5,7
474,5,16
475,5,9
476,5,16
477,5,7
478,5,18
479,5,7
480,5,15
481,5,9
482,5,17
483,5,7
484,5,18
485,5,7
486,5,13
487,5,9
488,5,20
489,5,5
490,5,7
491,5,8
492,5,10
493,5,14
494,5,10
495,5,9
496,5,6
497,5,8
498,5,15
499,5,10
500,5,15
501,5,9
502,5,14
503,5,10
504,5,7
505,5,32
506,5,7
507,5,6
508,5,11
509,5,18
510,5,6
511,5,8
512,5,16
513,5,7
514,5,16
515,5,9
516,5,16
517,5,7
518,5,16
519,5,9
520,5,16
521,5,9
522,5,5
523,5,10
524,5,9
525,5,15
526,5,23
527,5,9
528,5,16
529,5,14
530,5,10
531,5,9
532,5,15
533,5,15
534,5,9
535,5,8
536,5,16
537,5,9
538,5,17
539,5,5
540,5,15
541,5,16
542,5,10
543,5,7
544,5,8
545,5,10
546,5,6
547,5,7
548,5,9
549,5,9
550,5,4
551,5,11
552,5,8
553,5,18
554,5,23
555,5,8
556,5,17
557,5,7
558,5,15
559,5,10
560,5,16
561,5,6
562,5,20
563,5,10
564,5,11
565,5,13
566,5,11
567,5,5
568,5,29
569,5,13
570,5,10
571,5,9
572,5,7
573,5,6
574,5,17
575,5,8
576,5,6
577,5,10
578,5,8
579,5,30
580,5,10
581,5,8
582,5,16
583,5,8
584,5,17
585,5,7
586,5,17
587,5,7
588,5,17
589,5,7
590,5,32
591,5,8
592,5,8
593,5,8
594,5,28
595,5,5
596,5,6
597,5,9
598,5,7
599,5,15
600,5,9
601,5,5
602,5,34
603,5,10
604,5,15
605,5,11
606,5,5
607,5,31
608,5,7
609,5,26
610,5,17
611,5,9
612,5,14
613,5,13
614,5,11
615,5,9
616,5,16
617,5,9
618,5,3
619,5,15
620,5,6
621,5,6
622,5,8
623,5,11
624,5,14
625,5,8
626,5,23
627,5,9
628,5,8
629,5,8
630,5,14
631,5,14
632,5,12
633,5,10
634,5,5
635,5,7
636,5,11
637,5,6
638,5,18
639,5,5
640,5,7
641,5,10
642,5,16
643,5,9
644,5,16
645,5,8
646,5,16
647,5,8
648,5,11
649,5,5
650,5,8
651,5,13
652,5,7
653,5,13
654,5,29
655,5,10
656,5,14
657,5,10
658,5,15
659,5,10
660,5,13
661,5,12
662,5,4
663,5,23
664,5,8
665,5,13
666,5,5
667,5,9
668,5,10
669,5,22
670,5,14
671,5,10
672,5,16
673,5,7
674,5,14
675,5,11
676,5,15
677,5,9
678,5,16
679,5,33
680,5,14
681,5,11
682,5,10
683,5,14
684,5,13
685,5,9
686,5,15
687,5,9
688,5,15
689,5,9
690,5,14
691,5,45
692,5,11
693,5,66
694,5,15
695,5,8
696,5,9
697,5,12
698,5,28
699,5,10
700,5,11
701,5,17
702,5,15
703,5,19
704,5,23
705,5,9
706,5,15
707,5,9
708,5,7
709,5,11
710,5,54
711,5,16
712,5,31
713,5,15
714,5,10
715,5,39
716,5,35
717,5,4
718,5,33
719,5,9
720,5,16
1,6,8
2,6,15
3,6,9
4,6,15
5,6,9
6,6,15
7,6,9
8,6,15
9,6,11
10,6,41
11,6,50
12,6,4
13,6,5
14,6,7
15,6,37
16,6,12
17,6,58
18,6,16
19,6,8
20,6,14
21,6,10
22,6,14
23,6,10
24,6,16
25,6,8
26,6,16
27,6,7
28,6,26
29,6,15
30,6,8
31,6,14
32,6,10
33,6,14
34,6,9
35,6,17
36,6,8
37,6,14
38,6,10
39,6,16
40,6,7
41,6,15
42,6,22
43,6,13
44,6,13
45,6,10
46,6,15
47,6,9
48,6,15
49,6,9
50,6,15
51,6,9
52,6,16
53,6,10
54,6,10
55,6,12
56,6,24
57,6,14
58,6,10
59,6,38
60,6,10
61,6,15
62,6,10
63,6,4
64,6,20
65,6,12
66,6,37
67,6,6
68,6,16
69,6,7
70,6,8
71,6,14
72,6,10
73,6,9
74,6,15
75,6,9
76,6,15
77,6,8
78,6,19
79,6,7
80,6,5
81,6,42
82,6,16
83,6,8
84,6,37
85,6,11
86,6,20
87,6,43
88,6,9
89,6,6
90,6,3
91,6,14
92,6,16
93,6,10
94,6,4
95,6,5
96,6,9
97,6,12
98,6,19
99,6,5
100,6,8
101,6,9
102,6,5
103,6,19
104,6,7
105,6,17
106,6,9
107,6,5
108,6,10
109,6,8
110,6,7
111,6,6
112,6,4
113,6,3
114,6,40
115,6,6
116,6,13
117,6,9
118,6,24
119,6,8
120,6,7
121,6,9
122,6,4
123,6,10
124,6,8
125,6,16
126,6,10
127,6,8
128,6,16
129,6,8
130,6,16
131,6,8
132,6,31
133,6,34
134,6,6
135,6,17
136,6,9
137,6,15
138,6,9
139,6,16
140,6,4
141,6,10
142,6,8
143,6,16
144,6,10
145,6,7
146,6,17
147,6,7
148,6,15
149,6,10
150,6,19
151,6,10
152,6,9
153,6,8
154,6,14
155,6,6
156,6,2
157,6,9
158,6,9
159,6,13
160,6,12
161,6,8
162,6,9
163,6,7
164,6,6
165,6,33
166,6,11
167,6,7
168,6,6
169,6,9
170,6,9
171,6,24
172,6,17
173,6,6
174,6,18
175,6,5
176,6,16
177,6,7
178,6,17
179,6,8
180,6,9
181,6,7
182,6,10
183,6,14
184,6,8
185,6,20
186,6,5
187,6,16
188,6,9
189,6,9
190,6,8
191,6,3
192,6,19
193,6,12
194,6,12
195,6,9
196,6,15
197,6,8
198,6,15
199,6,11
200,6,14
201,6,8
202,6,18
203,6,6
204,6,16
205,6,8
206,6,15
207,6,5
208,6,22
209,6,6
210,6,15
211,6,10
212,6,14
213,6,9
214,6,9
215,6,6
216,6,10
217,6,10
218,6,16
219,6,13
220,6,5
221,6,13
222,6,24
223,6,7
224,6,15
225,6,8
226,6,9
227,6,5
228,6,9
229,6,11
230,6,13
231,6,9
232,6,5
233,6,10
234,6,13
235,6,11
236,6,7
237,6,4
238,6,14
239,6,9
240,6,3
241,6,10
242,6,5
243,6,5
244,6,16
245,6,7
246,6,9
247,6,7
248,6,11
249,6,15
250,6,6
251,6,19
252,6,13
253,6,9
254,6,8
255,6,15
256,6,11
257,6,14
258,6,9
259,6,15
260,6,8
261,6,14
262,6,4
263,6,4
264,6,17
265,6,8
266,6,7
267,6,9
268,6,8
269,6,7
270,6,9
271,6,16
272,6,9
273,6,7
274,6,17
275,6,8
276,6,19
277,6,3
278,6,20
279,6,8
280,6,5
281,6,9
282,6,5
283,6,4
284,6,14
285,6,9
286,6,8
287,6,6
288,6,12
289,6,13
290,6,9
291,6,15
292,6,7
293,6,16
294,6,8
295,6,16
296,6,16
297,6,9
298,6,7
299,6,3
300,6,6
301,6,6
302,6,9
303,6,5
304,6,13
305,6,5
306,6,5
307,6,13
308,6,8
309,6,16
310,6,10
311,6,13
312,6,9
313,6,7
314,6,8
315,6,12
316,6,12
317,6,11
318,6,15
319,6,10
320,6,14
321,6,8
322,6,15
323,6,11
324,6,13
325,6,11
326,6,14
327,6,10
328,6,14
329,6,6
330,6,6
331,6,11
332,6,11
333,6,14
334,6,8
335,6,6
336,6,10
337,6,11
338,6,12
339,6,6
340,6,20
341,6,7
342,6,15
343,6,10
344,6,14
345,6,10
346,6,37
347,6,17
348,6,9
349,6,7
350,6,17
351,6,8
352,6,15
353,6,10
354,6,14
355,6,12
356,6,12
357,6,9
358,6,6
359,6,8
360,6,11
361,6,4
362,6,9
363,6,6
364,6,5
365,6,17
366,6,6
367,6,7
368,6,9
369,6,8
370,6,15
371,6,8
372,6,6
373,6,11
374,6,7
375,6,17
376,6,10
377,6,12
378,6,10
379,6,9
380,6,6
381,6,8
382,6,17
383,6,9
384,6,16
385,6,4
386,6,9
387,6,9
388,6,11
389,6,14
390,6,8
391,6,16
392,6,14
393,6,11
394,6,5
395,6,6
396,6,12
397,6,8
398,6,14
399,6,13
400,6,12
401,6,8
402,6,16
403,6,11
404,6,14
405,6,8
406,6,4
407,6,14
408,6,8
409,6,12
410,6,13
411,6,4
412,6,8
413,6,11
414,6,15
415,6,5
416,6,8
417,6,9
418,6,7
419,6,18
420,6,6
421,6,7
422,6,11
423,6,8
424,6,7
425,6,8
426,6,9
427,6,16
428,6,8
429,6,15
430,6,11
431,6,14
432,6,8
433,6,15
434,6,10
435,6,9
436,6,5
437,6,10
438,6,15
439,6,9
440,6,17
441,6,8
442,6,13
443,6,6
444,6,3
445,6,14
446,6,10
447,6,8
448,6,9
449,6,9
450,6,13
451,6,9
452,6,18
453,6,6
454,6,16
455,6,10
456,6,13
457,6,9
458,6,15
459,6,6
460,6,18
461,6,10
462,6,15
463,6,7
464,6,17
465,6,7
466,6,16
467,6,9
468,6,15
469,6,9
470,6,39
471,6,10
472,6,14
473,6,8
474,6,17
475,6,7
476,6,44
477,6,6
478,6,14
479,6,9
480,6,16
481,6,8
482,6,7
483,6,7
484,6,10
485,6,8
486,6,8
487,6,8
488,6,16
489,6,8
490,6,18
491,6,8
492,6,14
493,6,8
494,6,18
495,6,4
496,6,17
497,6,8
498,6,16
499,6,9
500,6,15
501,6,10
502,6,14
503,6,9
504,6,16
505,6,9
506,6,14
507,6,16
508,6,8
509,6,9
510,6,14
511,6,9
512,6,16
513,6,10
514,6,29
515,6,11
516,6,8
517,6,16
518,6,8
519,6,17
520,6,5
521,6,16
522,6,10
523,6,16
524,6,8
525,6,14
526,6,12
527,6,12
528,6,10
529,6,15
530,6,6
531,6,41
532,6,7
533,6,9
534,6,10
535,6,8
536,6,14
537,6,8
538,6,16
539,6,10
540,6,14
541,6,16
542,6,8
543,6,12
544,6,25
545,6,12
546,6,9
547,6,14
548,6,7
549,6,17
550,6,9
551,6,16
552,6,6
553,6,8
554,6,11
555,6,7
556,6,16
557,6,9
558,6,14
559,6,10
560,6,17
561,6,7
562,6,15
563,6,8
564,6,16
565,6,8
566,6,41
567,6,5
568,6,8
569,6,13
570,6,35
571,6,14
572,6,20
573,6,7
574,6,18
575,6,7
576,6,7
577,6,8
578,6,8
579,6,16
580,6,15
581,6,12
582,6,6
583,6,16
584,6,8
585,6,16
586,6,8
587,6,17
588,6,6
589,6,19
590,6,5
591,6,42
592,6,5
593,6,29
594,6,13
595,6,10
596,6,4
597,6,6
598,6,5
599,6,7
600,6,6
601,6,10
602,6,7
603,6,7
604,6,10
605,6,7
606,6,9
607,6,6
608,6,16
609,6,10
610,6,15
611,6,10
612,6,6
613,6,41
614,6,16
615,6,8
616,6,7
617,6,33
618,6,13
619,6,8
620,6,12
621,6,7
622,6,7
623,6,9
624,6,8
625,6,17
626,6,6
627,6,17
628,6,16
629,6,32
630,6,12
631,6,14
632,6,12
633,6,10
634,6,16
635,6,15
636,6,10
637,6,9
638,6,11
639,6,11
640,6,13
641,6,11
642,6,4
643,6,10
644,6,10
645,6,12
646,6,14
647,6,7
648,6,15
649,6,7
650,6,8
651,6,36
652,6,4
653,6,6
654,6,41
655,6,10
656,6,14
657,6,6
658,6,12
659,6,6
660,6,15
661,6,17
662,6,10
663,6,26
664,6,29
665,6,19
666,6,12
667,6,10
668,6,16
669,6,8
670,6,15
671,6,9
672,6,15
673,6,28
674,6,6
675,6,15
676,6,13
677,6,10
678,6,9
679,6,16
680,6,12
681,6,11
682,6,9
683,6,14
684,6,10
685,6,12
686,6,4
687,6,8
688,6,39
689,6,8
690,6,17
691,6,32
692,6,16
693,6,8
694,6,15
695,6,9
696,6,16
697,6,9
698,6,32
699,6,14
700,6,17
701,6,32
702,6,15
703,6,9
704,6,14
705,6,10
706,6,16
707,6,80
708,6,16
709,6,10
710,6,16
711,6,32
712,6,9
713,6,14
714,6,14
715,6,11
716,6,4
717,6,31
718,6,16
719,6,4
720,6,7
1,7,7
2,7,8
3,7,57
4,7,80
5,7,15
6,7,9
7,7,31
8,7,23
9,7,8
10,7,10
11,7,5
12,7,11
13,7,10
14,7,12
15,7,12
16,7,5
17,7,12
18,7,5
19,7,16
20,7,8
21,7,15
22,7,8
23,7,17
24,7,8
25,7,16
26,7,8
27,7,15
28,7,35
29,7,12
30,7,10
31,7,15
32,7,9
33,7,16
34,7,8
35,7,15
36,7,10
37,7,14
38,7,9
39,7,13
40,7,6
41,7,22
42,7,10
43,7,5
44,7,40
45,7,14
46,7,10
47,7,14
48,7,10
49,7,7
50,7,8
51,7,10
52,7,14
53,7,24
54,7,10
55,7,11
56,7,12
57,7,9
58,7,7
59,7,17
60,7,7
61,7,7
62,7,25
63,7,14
64,7,10
65,7,8
66,7,7
67,7,10
68,7,5
69,7,5
70,7,14
71,7,6
72,7,13
73,7,5
74,7,6
75,7,17
76,7,16
77,7,9
78,7,14
79,7,10
80,7,5
81,7,19
82,7,5
83,7,10
84,7,26
85,7,30
86,7,7
87,7,17
88,7,73
89,7,7
90,7,8
91,7,10
92,7,6
93,7,40
94,7,7
95,7,7
96,7,11
97,7,6
98,7,17
99,7,8
100,7,16
101,7,8
102,7,11
103,7,5
104,7,15
105,7,10
106,7,18
107,7,25
108,7,6
109,7,4
110,7,9
111,7,11
112,7,6
113,7,15
114,7,16
115,7,9
116,7,7
117,7,8
118,7,8
119,7,10
120,7,7
121,7,10
122,7,6
123,7,40
124,7,8
125,7,6
126,7,10
127,7,15
128,7,8
129,7,15
130,7,11
131,7,5
132,7,10
133,7,9
134,7,7
135,7,8
136,7,8
137,7,8
138,7,16
139,7,8
140,7,17
141,7,8
142,7,16
143,7,15
144,7,9
145,7,13
146,7,10
147,7,8
148,7,7
149,7,9
150,7,5
151,7,23
152,7,31
153,7,13
154,7,7
155,7,17
156,7,6
157,7,42
158,7,7
159,7,14
160,7,4
161,7,6
162,7,16
163,7,8
164,7,17
165,7,9
166,7,14
167,7,9
168,7,16
169,7,16
170,7,8
171,7,7
172,7,19
173,7,7
174,7,30
175,7,33
176,7,7
177,7,16
178,7,10
179,7,13
180,7,10
181,7,16
182,7,7
183,7,16
184,7,15
185,7,9
186,7,9
187,7,15
188,7,9
189,7,17
190,7,6
191,7,17
192,7,8
193,7,8
194,7,8
195,7,8
196,7,8
197,7,8
198,7,9
199,7,14
200,7,8
201,7,7
202,7,9
203,7,8
204,7,17
205,7,8
206,7,15
207,7,9
208,7,14
209,7,4
210,7,7
211,7,5
212,7,9
213,7,11
214,7,6
215,7,8
216,7,6
217,7,17
218,7,9
219,7,14
220,7,13
221,7,15
222,7,6
223,7,16
224,7,9
225,7,13
226,7,10
227,7,6
228,7,25
229,7,8
230,7,9
231,7,6
232,7,6
233,7,7
234,7,8
235,7,15
236,7,6
237,7,16
238,7,9
239,7,17
240,7,8
241,7,13
242,7,10
243,7,6
244,7,8
245,7,12
246,7,12
247,7,12
248,7,12
249,7,10
250,7,15
251,7,8
252,7,15
253,7,10
254,7,15
255,7,8
256,7,15
257,7,9
258,7,16
259,7,9
260,7,14
261,7,11
262,7,15
263,7,7
264,7,14
265,7,10
266,7,16
267,7,9
268,7,14
269,7,7
270,7,41
271,7,11
272,7,15
273,7,9
274,7,13
275,7,11
276,7,15
277,7,8
278,7,13
279,7,5
280,7,5
281,7,17
282,7,7
283,7,16
284,7,8
285,7,15
286,7,9
287,7,15
288,7,9
289,7,16
290,7,8
291,7,15
292,7,11
293,7,12
294,7,12
295,7,14
296,7,10
297,7,13
298,7,7
299,7,6
300,7,13
301,7,8
302,7,15
303,7,10
304,7,13
305,7,10
306,7,15
307,7,9
308,7,14
309,7,9
310,7,17
311,7,9
312,7,13
313,7,9
314,7,16
315,7,10
316,7,13
317,7,10
318,7,15
319,7,8
320,7,16
321,7,10
322,7,13
323,7,35
324,7,32
325,7,29
326,7,11
327,7,14
328,7,8
329,7,9
330,7,7
331,7,6
332,7,17
333,7,11
334,7,13
335,7,9
336,7,16
337,7,8
338,7,15
339,7,9
340,7,16
341,7,9
342,7,14
343,7,7
