T,O,value
58,3,0.5525
59,3,0.714
60,3,0.6715
61,3,0.561
62,3,0.782
63,3,0.5185
64,3,0.714
65,3,0.51
66,3,0.6375
67,3,0.7054999999999999
68,3,0.7394999999999999
69,3,0.663
70,3,0.5355
71,3,0.7394999999999999
72,3,0.68
73,3,0.527
74,3,0.7054999999999999
75,3,0.5695
76,3,0.765
77,3,0.697
78,3,0.4675
79,3,0.6034999999999999
80,3,0.6034999999999999
81,3,0.765
82,3,0.5695
83,3,0.765
84,3,0.527
85,3,0.68
86,3,0.5864999999999999
87,3,0.697
88,3,0.697
89,3,0.49299999999999994
90,3,0.6034999999999999
91,3,0.5695
92,3,0.47600000000000003
93,3,0.6034999999999999
94,3,0.7224999999999999
95,3,0.51
96,3,0.6885
97,3,0.5185
98,3,0.748
99,3,0.68
100,3,0.48449999999999993
101,3,0.6545
102,3,0.68
103,3,0.51
104,3,0.646
105,3,0.561
106,3,0.697
107,3,0.6885
108,3,0.5185
109,3,0.7054999999999999
110,3,0.595
111,3,0.731
112,3,0.612
113,3,0.6885
114,3,0.5780000000000001
115,3,0.612
116,3,0.5355
117,3,0.5780000000000001
118,3,0.6034999999999999
119,3,0.47600000000000003
120,3,0.6885
121,3,0.51
122,3,0.697
123,3,0.595
124,3,0.7565
125,3,0.7394999999999999
126,3,0.5015
127,3,0.697
128,3,0.663
129,3,0.49299999999999994
130,3,0.697
131,3,0.697
132,3,0.5185
133,3,0.6545
134,3,0.6204999999999999
135,3,0.5355
136,3,0.5864999999999999
137,3,0.561
138,3,0.748
139,3,0.629
140,3,0.7394999999999999
141,3,0.714
142,3,0.49299999999999994
143,3,0.714
144,3,0.5864999999999999
145,3,0.6885
146,3,0.6034999999999999
147,3,0.6375
148,3,0.5780000000000001
149,3,0.6204999999999999
150,3,0.5780000000000001
151,3,0.4675
152,3,0.6204999999999999
153,3,0.595
154,3,0.48449999999999993
155,3,0.7224999999999999
156,3,0.612
157,3,0.527
158,3,0.731
159,3,0.5695
160,3,0.731
161,3,0.629
162,3,0.51
163,3,0.6715
164,3,0.663
165,3,0.6375
166,3,0.561
167,3,0.6375
168,3,0.5185
169,3,0.5355
170,3,0.6885
171,3,0.697
172,3,0.5015
173,3,0.6885
174,3,0.561
175,3,0.6885
176,3,0.714
177,3,0.5185
178,3,0.646
179,3,0.5780000000000001
180,3,0.48449999999999993
181,3,0.6034999999999999
182,3,0.442
183,3,0.49299999999999994
184,3,0.49299999999999994
185,3,0.48449999999999993
186,3,0.68
187,3,0.5780000000000001
188,3,0.714
189,3,0.5864999999999999
190,3,0.6885
191,3,0.561
192,3,0.7224999999999999
193,3,0.663
194,3,0.4505
195,3,0.646
196,3,0.51
197,3,0.5864999999999999
198,3,0.5864999999999999
199,3,0.459
200,3,0.6034999999999999
201,3,0.5185
202,3,0.6715
203,3,0.6375
204,3,0.459
205,3,0.6545
206,3,0.561
207,3,0.7394999999999999
208,3,0.697
209,3,0.459
210,3,0.663
211,3,0.527
212,3,0.6375
213,3,0.561
214,3,0.459
215,3,0.6034999999999999
216,3,0.5015
217,3,0.5780000000000001
218,3,0.527
219,3,0.6885
220,3,0.5780000000000001
221,3,0.51
222,3,0.646
223,3,0.5355
224,3,0.646
225,3,0.527
226,3,0.6545
227,3,0.5355
228,3,0.4675
229,3,0.5525
230,3,0.49299999999999994
231,3,0.663
232,3,0.527
233,3,0.5525
234,3,0.48449999999999993
235,3,0.6545
236,3,0.527
237,3,0.6545
238,3,0.544
239,3,0.663
240,3,0.5355
241,3,0.49299999999999994
242,3,0.425
243,3,0.629
244,3,0.51
245,3,0.629
246,3,0.5015
247,3,0.6715
248,3,0.5525
249,3,0.663
250,3,0.527
251,3,0.629
252,3,0.5015
253,3,0.5780000000000001
254,3,0.459
255,3,0.527
256,3,0.4675
257,3,0.629
258,3,0.595
259,3,0.425
260,3,0.6204999999999999
261,3,0.48449999999999993
262,3,0.629
263,3,0.48449999999999993
264,3,0.5780000000000001
265,3,0.5015
266,3,0.629
267,3,0.49299999999999994
268,3,0.5525
269,3,0.459
270,3,0.527
271,3,0.425
272,3,0.527
273,3,0.47600000000000003
274,3,0.6375
275,3,0.5355
276,3,0.663
277,3,0.5015
278,3,0.6034999999999999
279,3,0.49299999999999994
280,3,0.629
281,3,0.4675
282,3,0.527
283,3,0.4335
284,3,0.5355
285,3,0.459
286,3,0.612
287,3,0.5780000000000001
288,3,0.3655
289,3,0.51
290,3,0.459
291,3,0.6034999999999999
292,3,0.47600000000000003
293,3,0.6034999999999999
294,3,0.612
295,3,0.5864999999999999
296,3,0.4505
297,3,0.646
298,3,0.48449999999999993
299,3,0.527
300,3,0.4505
301,3,0.561
302,3,0.4675
303,3,0.629
304,3,0.49299999999999994
305,3,0.629
306,3,0.459
307,3,0.595
308,3,0.51
309,3,0.6204999999999999
310,3,0.4675
311,3,0.4675
312,3,0.527
313,3,0.459
314,3,0.6204999999999999
315,3,0.48449999999999993
316,3,0.6375
317,3,0.5015
318,3,0.6204999999999999
319,3,0.48449999999999993
320,3,0.612
321,3,0.49299999999999994
322,3,0.6545
323,3,0.612
324,3,0.374
325,3,0.5185
326,3,0.442
327,3,0.544
328,3,0.4675
329,3,0.629
330,3,0.4675
331,3,0.6204999999999999
332,3,0.48449999999999993
333,3,0.6204999999999999
334,3,0.4505
335,3,0.6204999999999999
336,3,0.4675
337,3,0.612
338,3,0.5015
339,3,0.5355
340,3,0.4335
341,3,0.51
342,3,0.4675
343,3,0.6204999999999999
344,3,0.6375
345,3,0.4505
346,3,0.595
347,3,0.47600000000000003
348,3,0.629
349,3,0.48449999999999993
350,3,0.6204999999999999
351,3,0.49299999999999994
352,3,0.6375
353,3,0.595
354,3,0.391
355,3,0.5185
356,3,0.4165
357,3,0.5015
358,3,0.4505
359,3,0.612
360,3,0.459
361,3,0.612
362,3,0.4675
363,3,0.6034999999999999
364,3,0.4675
365,3,0.612
366,3,0.5185
367,3,0.4335
368,3,0.629
369,3,0.5015
370,3,0.527
371,3,0.47600000000000003
372,3,0.3655
373,3,0.5355
374,3,0.442
375,3,0.612
376,3,0.5780000000000001
377,3,0.408
378,3,0.6034999999999999
379,3,0.442
380,3,0.6204999999999999
381,3,0.4335
382,3,0.612
383,3,0.6034999999999999
384,3,0.442
385,3,0.612
386,3,0.459
387,3,0.5355
388,3,0.442
389,3,0.49299999999999994
390,3,0.459
391,3,0.6204999999999999
392,3,0.49299999999999994
393,3,0.6204999999999999
394,3,0.5185
395,3,0.4165
396,3,0.612
397,3,0.5780000000000001
398,3,0.408
399,3,0.612
400,3,0.5695
401,3,0.391
402,3,0.612
403,3,0.5780000000000001
404,3,0.39949999999999997
405,3,0.527
406,3,0.459
407,3,0.5355
408,3,0.442
409,3,0.5780000000000001
410,3,0.4675
411,3,0.5864999999999999
412,3,0.49299999999999994
413,3,0.629
414,3,0.459
415,3,0.595
416,3,0.4675
417,3,0.595
418,3,0.49299999999999994
419,3,0.5015
420,3,0.4505
421,3,0.527
422,3,0.5015
423,3,0.425
424,3,0.6204999999999999
425,3,0.4675
426,3,0.612
427,3,0.49299999999999994
428,3,0.6034999999999999
429,3,0.48449999999999993
430,3,0.5864999999999999
431,3,0.48449999999999993
432,3,0.6375
433,3,0.47600000000000003
434,3,0.49299999999999994
435,3,0.4505
436,3,0.527
437,3,0.459
438,3,0.6034999999999999
439,3,0.459
440,3,0.595
441,3,0.442
442,3,0.6204999999999999
443,3,0.4675
444,3,0.612
445,3,0.5015
446,3,0.6034999999999999
447,3,0.4335
448,3,0.5355
449,3,0.4335
450,3,0.49299999999999994
451,3,0.4505
452,3,0.612
453,3,0.47600000000000003
454,3,0.595
455,3,0.49299999999999994
456,3,0.6204999999999999
457,3,0.49299999999999994
458,3,0.595
459,3,0.48449999999999993
460,3,0.612
461,3,0.442
462,3,0.51
463,3,0.442
464,3,0.544
465,3,0.4675
466,3,0.612
467,3,0.47600000000000003
468,3,0.5355
469,3,0.6204999999999999
470,3,0.4675
471,3,0.595
472,3,0.49299999999999994
473,3,0.6204999999999999
474,3,0.51
475,3,0.646
476,3,0.48449999999999993
477,3,0.4675
478,3,0.5355
479,3,0.4505
480,3,0.6034999999999999
481,3,0.4675
482,3,0.612
483,3,0.49299999999999994
484,3,0.6034999999999999
485,3,0.5185
486,3,0.48449999999999993
487,3,0.6204999999999999
488,3,0.612
489,3,0.391
490,3,0.6034999999999999
491,3,0.48449999999999993
492,3,0.5355
493,3,0.442
494,3,0.544
495,3,0.4505
496,3,0.595
497,3,0.5015
498,3,0.629
499,3,0.5015
500,3,0.629
501,3,0.48449999999999993
502,3,0.6204999999999999
503,3,0.5015
504,3,0.629
505,3,0.51
506,3,0.374
507,3,0.544
508,3,0.561
509,3,0.408
510,3,0.612
511,3,0.47600000000000003
512,3,0.595
513,3,0.5780000000000001
514,3,0.39949999999999997
515,3,0.5864999999999999
516,3,0.425
517,3,0.612
518,3,0.595
519,3,0.47600000000000003
520,3,0.561
521,3,0.3825
522,3,0.5185
523,3,0.4505
524,3,0.5355
525,3,0.459
526,3,0.6204999999999999
527,3,0.51
528,3,0.6204999999999999
529,3,0.6034999999999999
530,3,0.4335
531,3,0.646
532,3,0.5185
533,3,0.6545
534,3,0.442
535,3,0.629
536,3,0.4675
537,3,0.5185
538,3,0.5015
539,3,0.425
540,3,0.5355
541,3,0.663
542,3,0.544
543,3,0.646
544,3,0.5185
545,3,0.663
546,3,0.5355
547,3,0.663
548,3,0.4335
549,3,0.51
550,3,0.459
551,3,0.6204999999999999
552,3,0.5355
553,3,0.442
554,3,0.629
555,3,0.5015
556,3,0.6715
557,3,0.5695
558,3,0.646
559,3,0.4675
560,3,0.6545
561,3,0.646
562,3,0.4165
563,3,0.5525
564,3,0.4675
565,3,0.544
566,3,0.561
567,3,0.51
568,3,0.663
569,3,0.4505
570,3,0.6715
571,3,0.544
572,3,0.646
573,3,0.4675
574,3,0.6034999999999999
575,3,0.544
576,3,0.697
577,3,0.697
578,3,0.47600000000000003
579,3,0.5864999999999999
580,3,0.4675
581,3,0.6715
582,3,0.5015
583,3,0.6545
584,3,0.442
585,3,0.612
586,3,0.48449999999999993
587,3,0.6545
588,3,0.49299999999999994
589,3,0.6885
590,3,0.544
591,3,0.48449999999999993
592,3,0.51
593,3,0.6375
594,3,0.595
595,3,0.47600000000000003
596,3,0.7054999999999999
597,3,0.5185
598,3,0.714
599,3,0.697
600,3,0.459
601,3,0.6715
602,3,0.49299999999999994
603,3,0.6715
604,3,0.6715
605,3,0.561
606,3,0.5015
607,3,0.6885
608,3,0.47600000000000003
609,3,0.612
610,3,0.5864999999999999
611,3,0.48449999999999993
612,3,0.697
613,3,0.561
614,3,0.7394999999999999
615,3,0.765
616,3,0.544
617,3,0.7224999999999999
618,3,0.7054999999999999
619,3,0.49299999999999994
620,3,0.697
621,3,0.7224999999999999
622,3,0.5355
623,3,0.6375
624,3,0.7054999999999999
625,3,0.49299999999999994
626,3,0.6715
627,3,0.612
628,3,0.561
629,3,0.765
630,3,0.7565
631,3,0.51
632,3,0.7054999999999999
633,3,0.595
634,3,0.7224999999999999
635,3,0.714
636,3,0.6034999999999999
637,3,0.697
638,3,0.5864999999999999
639,3,0.663
640,3,0.5780000000000001
641,3,0.7394999999999999
642,3,0.5015
643,3,0.697
644,3,0.5355
645,3,0.7565
646,3,0.49299999999999994
647,3,0.731
648,3,0.5525
649,3,0.7565
650,3,0.7394999999999999
651,3,0.459
652,3,0.595
653,3,0.6375
654,3,0.5525
655,3,0.7224999999999999
656,3,0.51
657,3,0.7394999999999999
658,3,0.5525
659,3,0.7735
660,3,0.5185
661,3,0.7224999999999999
662,3,0.5185
663,3,0.748
664,3,0.5525
665,3,0.6204999999999999
666,3,0.7735
667,3,0.6204999999999999
668,3,0.7735
669,3,0.5355
670,3,0.7735
671,3,0.561
672,3,0.782
673,3,0.5780000000000001
674,3,0.7224999999999999
675,3,0.6034999999999999
676,3,0.6204999999999999
677,3,0.49299999999999994
678,3,0.7224999999999999
679,3,0.544
680,3,0.765
681,3,0.68
682,3,0.5185
683,3,0.7224999999999999
684,3,0.5355
685,3,0.7394999999999999
686,3,0.5780000000000001
687,3,0.5695
688,3,0.7394999999999999
689,3,0.51
690,3,0.731
691,3,0.544
692,3,0.782
693,3,0.561
694,3,0.765
695,3,0.5015
696,3,0.748
697,3,0.544
698,3,0.629
699,3,0.748
700,3,0.7565
701,3,0.544
702,3,0.6885
703,3,0.5015
704,3,0.7565
705,3,0.6885
706,3,0.544
707,3,0.6034999999999999
708,3,0.7394999999999999
709,3,0.561
710,3,0.68
711,3,0.765
712,3,0.5525
713,3,0.731
714,3,0.561
715,3,0.459
716,3,0.5864999999999999
717,3,0.7394999999999999
718,3,0.49299999999999994
719,3,0.68
720,3,0.663
1,4,0.7410809996584392
2,4,0.5819691517293853
3,4,0.8470872768205567
4,4,0.8463992562119554
5,4,0.5752144250549439
6,4,0.803513616489293
7,4,0.7230545001141384
8,4,0.8781524279794275
9,4,0.6580160707603376
10,4,0.7529210619597719
11,4,0.5788015803166155
12,4,0.8009119132452787
13,4,0.5209683096870519
14,4,0.6666680263210826
15,4,0.910402608077915
16,4,0.6529583585601247
17,4,0.9135627775219547
18,4,0.5703226598779944
19,4,0.8572378651244486
20,4,0.8672833354025975
21,4,0.5473664203065352
22,4,0.864164650214898
23,4,0.6341379029473724
24,4,0.8771826352874622
25,4,0.7056522765030613
26,4,0.857547801216298
27,4,0.5795537189865612
28,4,0.8816641287781584
29,4,0.5463401469378483
30,4,0.8640337042162437
31,4,0.7414188986760185
32,4,0.9809874078649188
33,4,0.9454354396931031
34,4,0.5717818533329644
35,4,0.8645153744691415
36,4,0.8847282613333445
37,4,0.5988253776096051
38,4,0.7721698939517833
39,4,0.7520018280774386
40,4,0.9160636495706668
41,4,0.7596393041884553
42,4,0.8854984770770661
43,4,0.6202336935410336
44,4,0.8596268537049616
45,4,0.6362790524822892
46,4,0.9220667078860689
47,4,0.6911855166440062
48,4,0.9445245059276671
49,4,0.8874169195680306
50,4,0.7417647929551303
51,4,0.7825862517771721
52,4,0.9442302750938018
53,4,0.7715176228948656
54,4,0.6743364001869706
55,4,0.9109519615465532
56,4,0.6952554787150789
57,4,0.844726926286723
58,4,0.6192928893862684
59,4,0.83871062047416
60,4,0.8147933419742959
61,4,0.6487576151999402
62,4,0.8857327423563884
63,4,0.5847918529147009
64,4,0.8584706812115332
65,4,0.586946749473948
66,4,0.7294431387836127
67,4,0.8520921733903378
68,4,0.8695603707050339
69,4,0.8175528379431354
70,4,0.6203305827495773
71,4,0.8705860638400087
72,4,0.7827510163947035
73,4,0.6425302929648409
74,4,0.8606249553691492
75,4,0.6736710916110076
76,4,0.8832480663519823
77,4,0.7833526984462762
78,4,0.5416507474893147
79,4,0.7340796424528795
80,4,0.7250468943195495
81,4,0.9063619554468559
82,4,0.6377377180677859
83,4,0.9385722663751522
84,4,0.640625740404073
85,4,0.7658944580675503
86,4,0.7080314903392386
87,4,0.8425800923248589
88,4,0.8027116108211787
89,4,0.5842685684645783
90,4,0.6827894095011459
91,4,0.6591073567438099
92,4,0.5761784864576837
93,4,0.7237791266421365
94,4,0.863916135872582
95,4,0.5715409668023589
96,4,0.8447295540789024
97,4,0.6081701507086701
98,4,0.838107280858013
99,4,0.7963953698115388
100,4,0.5416702423214128
101,4,0.7326104794899387
102,4,0.8330986469142195
103,4,0.5812092296152512
104,4,0.7424286629610076
105,4,0.6589689906482142
106,4,0.8415297112289643
107,4,0.8115371868212202
108,4,0.5969324745233758
109,4,0.8346072514851199
110,4,0.6759732789242068
111,4,0.8999837600578711
112,4,0.6894631491833465
113,4,0.8150342354770072
114,4,0.6639193994636478
115,4,0.7380967710091139
116,4,0.6314560520021093
117,4,0.6829476415665493
118,4,0.6821686557357782
119,4,0.5414680573817429
120,4,0.8195229376138116
121,4,0.605325801837404
122,4,0.7965079534797365
123,4,0.6919028629524763
124,4,0.8577068343462341
125,4,0.830482875622292
126,4,0.6064388409738135
127,4,0.79529580505174
128,4,0.780945820528421
129,4,0.5688519670315518
130,4,0.8328284323133451
131,4,0.8019839670845679
132,4,0.5982618478726723
133,4,0.7741582990921555
134,4,0.7314346780632794
135,4,0.6287767858698963
136,4,0.69311347638611
137,4,0.6877222353431661
138,4,0.8496408543650822
139,4,0.7761862011768396
140,4,0.8833838884312221
141,4,0.8683616259256154
142,4,0.5822815144168929
143,4,0.8426485815178493
144,4,0.6995593096804655
145,4,0.8075414115186205
146,4,0.7047237338166489
147,4,0.7134322187524054
148,4,0.6840783758764061
149,4,0.753966030693613
150,4,0.6577880608861573
151,4,0.5600141532133714
152,4,0.7328737205303416
153,4,0.729432236107765
154,4,0.5969656519427841
155,4,0.8632484963812
156,4,0.753286102504172
157,4,0.6190257366431272
158,4,0.8753566672281946
159,4,0.6937098950354
160,4,0.8462312373726595
161,4,0.7549854817513006
162,4,0.5831422061659596
163,4,0.7789480159158109
164,4,0.7616213876329355
165,4,0.7736607314783903
166,4,0.6508941570118689
167,4,0.7453865150219101
168,4,0.602955442906848
169,4,0.6092116427889
170,4,0.8122461404611668
171,4,0.8026597893884763
172,4,0.6135032536886177
173,4,0.835919553000919
174,4,0.6292179648139395
175,4,0.8109646571999138
176,4,0.8291759971657017
177,4,0.5821821977892992
178,4,0.7320124986621439
179,4,0.6767203109613523
180,4,0.5607502749473132
181,4,0.6825098540837725
182,4,0.5459523212248563
183,4,0.5551853667159987
184,4,0.5608793835750381
185,4,0.5888152145986587
186,4,0.8178823809537831
187,4,0.6497204082933783
188,4,0.8734260531225144
189,4,0.7045416173643261
190,4,0.8152716232055037
191,4,0.6675509382657155
192,4,0.8655845199025011
193,4,0.7647966676985243
194,4,0.5491041719895988
195,4,0.7398940120516855
196,4,0.5779622992669435
197,4,0.6645248856991507
198,4,0.7025635797399072
199,4,0.5356676919509875
200,4,0.691692572103382
201,4,0.622465676994339
202,4,0.7770685741225564
203,4,0.7214865196013713
204,4,0.5511042223276708
205,4,0.7493759715196975
206,4,0.6424663918023731
207,4,0.8968302988080706
208,4,0.8542738604105813
209,4,0.5187643051131801
210,4,0.8027463950452985
211,4,0.596624187872023
212,4,0.7796536129754101
213,4,0.6693711793973101
214,4,0.5542932813269688
215,4,0.7263817766533005
216,4,0.5929371324020433
217,4,0.6505342412489381
218,4,0.6124372069584572
219,4,0.821885430496593
220,4,0.6793023832958732
221,4,0.5766142490668751
222,4,0.7369184287635467
223,4,0.6553887495956755
224,4,0.7479219600520903
225,4,0.641194819000227
226,4,0.7628003576662773
227,4,0.6510990990470884
228,4,0.5435289922047424
229,4,0.6322019382864764
230,4,0.5661457488421825
231,4,0.8125510924422537
232,4,0.6260750246338146
233,4,0.6325822030835623
234,4,0.544839854988546
235,4,0.7914773284592116
236,4,0.6271982051294877
237,4,0.7632442586393576
238,4,0.6483142683786375
239,4,0.8074094703948071
240,4,0.6548874711833972
241,4,0.555888683173823
242,4,0.47758976746686765
243,4,0.7199441232671336
244,4,0.5704938331660272
245,4,0.7502359494621853
246,4,0.6146595897294321
247,4,0.7961134181166855
248,4,0.6698036217452521
249,4,0.7801811969355888
250,4,0.5936007394772634
251,4,0.7215091352005907
252,4,0.5983528920385077
253,4,0.6520359434638945
254,4,0.5206294849437748
255,4,0.6157012615361744
256,4,0.5513959104626839
257,4,0.7339098865158684
258,4,0.7181963981965904
259,4,0.5123585536489145
260,4,0.7330798049951832
261,4,0.5738247158453287
262,4,0.7483231930867164
263,4,0.5974366292599297
264,4,0.6925667002683012
265,4,0.5712074068536421
266,4,0.7263790748693931
267,4,0.5909473473400927
268,4,0.6503817734185207
269,4,0.5334118369857299
270,4,0.647393002205339
271,4,0.5125742840231778
272,4,0.620414923810392
273,4,0.5503381567426493
274,4,0.7539469841194084
275,4,0.6192010321513147
276,4,0.765383919337144
277,4,0.5938266691580899
278,4,0.6889290116044293
279,4,0.604294750067518
280,4,0.7402260856413018
281,4,0.5672726043639768
282,4,0.5929599346614798
283,4,0.49514917698132954
284,4,0.6215982147111302
285,4,0.5276292333682908
286,4,0.7251440701755233
287,4,0.6800442970386166
288,4,0.43134269023015226
289,4,0.5737541602434155
290,4,0.5648476708805126
291,4,0.6758196338945706
292,4,0.5524430261856149
293,4,0.729926589993707
294,4,0.7202873538881994
295,4,0.7167682887099476
296,4,0.5172439714803959
297,4,0.741110670543385
298,4,0.579411041788194
299,4,0.6300261187898721
300,4,0.5273702148777892
301,4,0.635039283892756
302,4,0.5244617221365132
303,4,0.7330769821406093
304,4,0.5882631154294868
305,4,0.7104639412635164
306,4,0.5524380462179562
307,4,0.7087846197848162
308,4,0.6209929666664943
309,4,0.7613621133417481
310,4,0.5350241649801404
311,4,0.5720204005075871
312,4,0.6317239135012542
313,4,0.5164034456332776
314,4,0.7628759125991385
315,4,0.5746050047673507
316,4,0.7490201034586297
317,4,0.6182450253991074
318,4,0.7390727739341642
319,4,0.5893824573694455
320,4,0.7300973662060628
321,4,0.5885948554469317
322,4,0.7696408713825641
323,4,0.7492763668885479
324,4,0.4213391639118741
325,4,0.5973853309410802
326,4,0.5232677010333319
327,4,0.6630310972435304
328,4,0.5695456210442291
329,4,0.7542086212200635
330,4,0.57448733677947
331,4,0.7200931807078824
332,4,0.5933412989437622
333,4,0.7232315882474003
334,4,0.5449101018845819
335,4,0.7531214907665956
336,4,0.5747923983784934
337,4,0.6909954364049975
338,4,0.5693512479301629
339,4,0.6299866394111551
340,4,0.49484832666952766
341,4,0.6122922226484132
342,4,0.5738335954539667
343,4,0.7419207982171792
344,4,0.7682105524830264
345,4,0.54718426238
346,4,0.6854079177139945
347,4,0.5390154580303393
348,4,0.7687087283160728
349,4,0.5629442467435398
350,4,0.7129068222190845
351,4,0.5713182561201543
352,4,0.7450380205344611
353,4,0.6878810112243589
354,4,0.4794025125007318
355,4,0.6108459489978671
356,4,0.5089254542831767
357,4,0.6068371863683484
358,4,0.5382015587177436
359,4,0.7491307640486109
360,4,0.5599516742016142
361,4,0.7516130689243703
362,4,0.5623722673282002
363,4,0.6821880073303981
364,4,0.5663396767050101
365,4,0.7471804635845969
366,4,0.632002559924398
367,4,0.492329330971434
368,4,0.7599198110940856
369,4,0.5857193249379361
370,4,0.5963368829251919
371,4,0.5456986687166578
372,4,0.4419799092810842
373,4,0.6054461682186507
374,4,0.545620852296428
375,4,0.7414834246744901
376,4,0.6715614675584383
377,4,0.48683005001673135
378,4,0.741832326013019
379,4,0.5417147962536739
380,4,0.7316583825532189
381,4,0.5109455025036234
382,4,0.7121706796044283
383,4,0.7189110071443416
384,4,0.5133051429223882
385,4,0.738402977838226
386,4,0.5201111589717385
387,4,0.6358282789422846
388,4,0.5210178638356671
389,4,0.6008055200323736
390,4,0.5577192811877063
391,4,0.7006224418963202
392,4,0.6064365997208678
393,4,0.7521597169962168
394,4,0.6120992776653571
395,4,0.4753467861811615
396,4,0.7378817736749176
397,4,0.7095431377738789
398,4,0.4799530688052396
399,4,0.7421780785823398
400,4,0.6892006549300344
401,4,0.4809399743023778
402,4,0.7219237292393619
403,4,0.6640649696170019
404,4,0.456333910356721
405,4,0.644119798630289
406,4,0.5271759211884718
407,4,0.619701273645601
408,4,0.5245027409809827
409,4,0.6982061126054365
410,4,0.5662720796262212
411,4,0.7085268292014741
412,4,0.5621481511260135
413,4,0.7571347091224652
414,4,0.5327431603800911
415,4,0.7237800973183534
416,4,0.5653469995264534
417,4,0.6999983418776894
418,4,0.5888884995398416
419,4,0.5742962259114807
420,4,0.5120332805933141
421,4,0.621630468844338
422,4,0.5677208232688691
423,4,0.4985766353588047
424,4,0.7038085574612759
425,4,0.5706097134461245
426,4,0.6933933809494118
427,4,0.6085677581169726
428,4,0.6984193413880292
429,4,0.5735375336157092
430,4,0.6586535908547128
431,4,0.5975880439218993
432,4,0.7326732147965404
433,4,0.578382643725055
434,4,0.5676337041258345
435,4,0.5102301473334155
436,4,0.5968450724431106
437,4,0.5464494331721108
438,4,0.6876406265564314
439,4,0.529334769723152
440,4,0.7058285870406668
441,4,0.5155605305469465
442,4,0.7137968481009416
443,4,0.5764592529482215
444,4,0.752935622877643
445,4,0.6106687498575957
446,4,0.7008411802403091
447,4,0.5225169458908198
448,4,0.6288722793420285
449,4,0.516752098024818
450,4,0.578444827337671
451,4,0.504795299702084
452,4,0.7276816968603977
453,4,0.581100142418411
454,4,0.6754535019078917
455,4,0.5724355937949304
456,4,0.766129911645118
457,4,0.5533998771570655
458,4,0.7225080425630674
459,4,0.5786703753294196
460,4,0.6954488240119027
461,4,0.5010862751651056
462,4,0.6297523623744997
463,4,0.5129262912642187
464,4,0.6703803402562251
465,4,0.5535108788661034
466,4,0.7442842600050733
467,4,0.5558062895974313
468,4,0.6456270033582652
469,4,0.7459811159635145
470,4,0.5600542684296761
471,4,0.6792116422789887
472,4,0.5790824912991143
473,4,0.7585423921402875
474,4,0.5779088662603259
475,4,0.788540753923297
476,4,0.542991814550183
477,4,0.5343985315480332
478,4,0.6120412510269716
479,4,0.5396650612193497
480,4,0.6769055601338102
481,4,0.526648163107294
482,4,0.7219190146182003
483,4,0.5554200375328395
484,4,0.7321501971612421
485,4,0.6253226325842611
486,4,0.5572759706098922
487,4,0.7633274516026786
488,4,0.7006919925143655
489,4,0.450541314572016
490,4,0.7350534305097608
491,4,0.5694495257177933
492,4,0.6176024434076655
493,4,0.5425150519877852
494,4,0.6129210483509214
495,4,0.5064161118079927
496,4,0.695588144760901
497,4,0.6003910692936055
498,4,0.7166197165203854
499,4,0.615176158982179
500,4,0.7273740454819824
501,4,0.5891941483891596
502,4,0.7246097246601646
503,4,0.5835949390828747
504,4,0.7522256029336537
505,4,0.6098629787688947
506,4,0.4378446940611818
507,4,0.6534387136038938
508,4,0.6427287147345713
509,4,0.49021061677816685
510,4,0.7322561189611424
511,4,0.5749092485959217
512,4,0.6689546929772722
513,4,0.6541627062482305
514,4,0.47107091270690427
515,4,0.7182443943622455
516,4,0.5181429935816355
517,4,0.69998861338798
518,4,0.6952353729150361
519,4,0.5381991888342457
520,4,0.6665293314187892
521,4,0.45587241289644365
522,4,0.6392666427546432
523,4,0.5479951734988517
524,4,0.624353947892575
525,4,0.5213675252361964
526,4,0.7011509569025758
527,4,0.608911940702497
528,4,0.7099769124524834
529,4,0.6966506023084212
530,4,0.5125809892100648
531,4,0.7976979104426852
532,4,0.6329145635145136
533,4,0.7386585220018379
534,4,0.5021037154185976
535,4,0.7360025827430987
536,4,0.5265711674689095
537,4,0.605305938800397
538,4,0.5808666433604801
539,4,0.48245782647567126
540,4,0.6368941087440082
541,4,0.7896023681884036
542,4,0.6454111624520595
543,4,0.7568744677114755
544,4,0.6309706431852208
545,4,0.7412774455618852
546,4,0.6614878150034411
547,4,0.786912602303898
548,4,0.5283753323262744
549,4,0.5881274975836789
550,4,0.534321079341611
551,4,0.7316301071811483
552,4,0.6335373655931418
553,4,0.5056547266721622
554,4,0.7147663199900496
555,4,0.6073859481151245
556,4,0.7868281258412175
557,4,0.6503335128410951
558,4,0.7541133031403753
559,4,0.5530188619784564
560,4,0.7461816793799537
561,4,0.7952138242812071
562,4,0.46671494924825074
563,4,0.6719332134510996
564,4,0.5260063858949131
565,4,0.6573478721652164
566,4,0.6879086416240124
567,4,0.5983946094229736
568,4,0.7958514205143791
569,4,0.5402944987447214
570,4,0.8033912860024593
571,4,0.610589619895375
572,4,0.7407710836662371
573,4,0.5633783434378119
574,4,0.6993035141464613
575,4,0.6573037255982783
576,4,0.8578772302626985
577,4,0.7944360716144482
578,4,0.5394470111051153
579,4,0.7208593382906496
580,4,0.5576929043172076
581,4,0.7571015750747149
582,4,0.5656785292619468
583,4,0.8066218184206038
584,4,0.5236397503479211
585,4,0.7239406944469471
586,4,0.5546247544492524
